ITEM,ZONE_ID,SELLING_RETAIL,SIMPLE_PROMO_RETAIL,P1_COMP1_DISPLAY_ID,P1_COMP2_DISPLAY_ID,P2_COMP1_DISPLAY_ID,P2_COMP2_DISPLAY_ID
060702305,5,250,250,,,,
061237606,5,48,48,,,,
061242035,5,112,112,,,,
060702081,5,150,150,,,,
061244649,5,239,239,,,,
061244851,5,62,62,,,,
070535522,5,34,34,,,,
070535539,5,34,34,,,,
070538041,5,248,248,,,,
070299069,5,226,226,,,,
070537629,5,226,226,,,,
070923201,5,398,398,,,,
064005963,5,69,69,,,,
064006000,5,200,200,,,,
064054420,5,187,187,,,,
064054656,5,65,65,,,,
064054938,5,334,334,,,,
064157644,5,100,100,,,,
064606776,5,350,350,,,,
064607003,5,350,350,,,,
064621129,5,279,279,,,,
064628842,5,249,249,,,,
064628859,5,249,249,,,,
064630199,5,99,99,,,,
064707547,5,230,230,,,,
064709205,5,300,300,,,,
064709211,5,300,300,,,,
071353804,5,449,449,,,,
064817486,5,125,125,,,,
064817561,5,350,350,,,,
065110744,5,299,299,,,,
065110957,5,250,250,,,,
065111069,5,250,250,,,,
065111455,5,130,130,,,,
065111680,5,130,130,,,,
065282983,5,225,225,,,,
065294208,5,139,139,,,,
065311986,5,399,399,,,,
065312160,5,250,250,,,,
065702695,5,649,649,,,,
065702770,5,322,322,,,,
065702879,5,297,297,,,,
065702925,5,249,249,,,,
065703452,5,600,600,,,,
065859837,5,450,450,,,,
065860339,5,599,599,,,,
065860351,5,550,550,,,,
065860374,5,550,550,,,,
065860587,5,499,499,,,,
065860593,5,499,499,,,,
065860604,5,499,499,,,,
065860646,5,250,250,,,,
065861730,5,399,399,,,,
065861995,5,399,399,,,,
065862032,5,299,299,,,,
065931043,5,599,599,,,,
065931607,5,200,200,,,,
065931786,5,749,749,,,,
065931890,5,350,350,,,,
066117126,5,180,180,,,,
066187081,5,400,400,,,,
066322797,5,400,400,,,,
066557486,5,250,250,,,,
066557513,5,250,250,,,,
066557536,5,300,300,,,,
066557559,5,300,300,,,,
066597661,5,499,499,,,,
066597690,5,499,499,,,,
066597822,5,299,299,,,,
066597845,5,299,299,,,,
070923190,5,398,398,,,,
070537595,5,226,226,,,,
070537658,5,226,226,,,,
071353672,5,132,132,,,,
071353689,5,132,132,,,,
070505472,5,150,150,,,,
072247883,5,499,499,,,,
072247877,5,499,499,,,,
061244776,5,75,75,,,,
065282793,5,150,150,,,,
071691893,5,169,169,,,,
072646422,5,169,169,,,,
072646445,5,169,169,,,,
064054796,5,62,62,,,,
066597874,5,198,198,,,,
070548547,5,18,18,,,,
066254445,5,149,149,,,,
070547992,5,75,75,,,,
070297526,5,125,125,,,,
071387171,5,119,119,,,,
071504074,5,169,169,,,,
070906965,5,125,125,,,,
070297514,5,125,125,,,,
070297532,5,125,125,,,,
070548294,5,299,299,,,,
070548305,5,399,399,,,,
070548328,5,399,399,,,,
070547974,5,75,75,,,,
070906971,5,125,125,,,,
070906924,5,75,75,,,,
070297549,5,125,125,,,,
064054610,5,249,249,,,,
064054702,5,99,99,,,,
070547957,5,75,75,,,,
070547963,5,75,75,,,,
070906942,5,75,75,,,,
072758416,5,299,299,,,,
072768174,5,399,399,,,,
072768180,5,399,399,,,,
064683602,5,149,149,,,,
064683464,5,225,225,,,,
065860149,5,349,349,,,,
065860155,5,349,349,,,,
065862090,5,225,225,,,,
065404731,5,199,199,,,,
065859866,5,399,399,,,,
065860126,5,349,349,,,,
064683493,5,225,225,,,,
066816829,5,149,149,,,,
066816835,5,175,175,,,,
065862061,5,225,225,,,,
065404541,5,149,149,,,,
070085915,5,499,499,,,,
064054719,5,62,62,,,,
064054800,5,62,62,,,,
070298836,5,299,299,,,,
070298992,5,499,499,,,,
066170169,5,499,499,,,,
070297699,5,250,250,,,,
070297307,5,450,450,,,,
064054921,5,175,175,,,,
066816858,5,499,499,,,,
070224556,5,150,150,,,,
070085558,5,599,599,,,,
070085656,5,599,599,,,,
070085570,5,499,499,,,,
065860472,5,999,999,,,,
063940686,5,120,120,,,,
065860541,5,450,450,,,,
065860558,5,450,450,,,,
065860253,5,899,899,,,,
065860420,5,799,799,,,,
065860414,5,799,799,,,,
065551056,5,75,75,,,,
066557409,5,300,300,,,,
066558339,5,250,250,,,,
066557663,5,125,125,,,,
065702891,5,190,190,,,,
066558374,5,150,150,,,,
063940611,5,175,175,,,,
070085472,5,100,100,,,,
066558414,5,275,275,,,,
066557093,5,250,250,,,,
066444111,5,175,175,,,,
065835451,5,90,90,,,,
065932952,5,100,100,,,,
065931924,5,300,300,,,,
065931360,5,225,225,,,,
066405878,5,225,225,,,,
065931008,5,162,162,,,,
066557296,5,300,300,,,,
065111910,5,150,150,,,,
066557133,5,450,450,,,,
064629432,5,224,224,,,,
063940104,5,149,149,,,,
063940070,5,149,149,,,,
066170780,5,250,250,,,,
065312079,5,175,175,,,,
065110911,5,125,125,,,,
065111806,5,65,65,,,,
065835468,5,135,135,,,,
065312056,5,175,175,,,,
064910974,5,350,350,,,,
065109856,5,175,175,,,,
065110826,5,225,225,,,,
063614975,5,225,225,,,,
065110596,5,225,225,,,,
065312027,5,175,175,,,,
066254508,5,200,200,,,,
065110888,5,125,125,,,,
065311875,5,200,200,,,,
065110928,5,125,125,,,,
065312010,5,200,200,,,,
070085420,5,65,65,,,,
065110636,5,175,175,,,,
070548374,5,17,17,,,,
070085535,5,65,65,,,,
070271545,5,599,599,,,,
071352834,5,499,499,,,,
072571734,5,799,799,,,,
072571740,5,799,799,,,,
072571757,5,799,799,,,,
070296389,5,499,499,,,,
072767964,5,599,599,,,,
072767993,5,499,499,,,,
072767987,5,499,499,,,,
072768001,5,499,499,,,,
072248375,5,30,30,,,,
070537975,5,348,348,,,,
070272446,5,499,499,,,,
070297324,5,399,399,,,,
070297428,5,599,599,,,,
070535096,5,698,698,,,,
070297664,5,350,350,,,,
072248012,5,119,119,,,,
072248294,5,119,119,,,,
067018196,5,129,129,,,,
070705926,5,129,129,,,,
067018091,5,129,129,,,,
070548927,5,99,99,,,,
070549154,5,99,99,,,,
070548933,5,99,99,,,,
072248369,5,129,129,,,,
070536584,5,249,249,,,,
070548553,5,25,25,,,,
066668324,5,349,349,,,,
066668347,5,349,349,,,,
070548697,5,299,299,,,,
070548426,5,599,599,,,,
070548363,5,30,30,,,,
072425396,5,399,399,,,,
066668376,5,349,349,,,,
066668255,5,249,249,,,,
066668278,5,249,249,,,,
070548582,5,25,25,,,,
066668366,5,349,349,,,,
070548576,5,25,25,,,,
070548720,5,249,249,,,,
070549391,5,349,349,,,,
070549448,5,349,349,,,,
070549402,5,349,349,,,,
070549258,5,149,149,,,,
070537998,5,299,299,,,,
070534955,5,349,349,,,,
070538058,5,349,349,,,,
070549206,5,149,149,,,,
071353827,5,299,299,,,,
071353856,5,299,299,,,,
071353810,5,399,399,,,,
071353844,5,399,399,,,,
070537981,5,299,299,,,,
070548645,5,349,349,,,,
066596380,5,199,199,,,,
072758439,5,299,299,,,,
066596495,5,249,249,,,,
066596472,5,249,249,,,,
066596489,5,249,249,,,,
070271580,5,299,299,,,,
070535384,5,529,529,,,,
072248409,5,249,249,,,,
066596374,5,199,199,,,,
066597540,5,399,399,,,,
066597534,5,399,399,,,,
070548403,5,599,599,,,,
072425407,5,249,249,,,,
070536814,5,168,168,,,,
070549425,5,261,261,,,,
070297780,5,187,187,,,,
070548668,5,246,246,,,,
070296896,5,373,373,,,,
070535833,5,187,187,,,,
070535672,5,41,41,,,,
070154990,5,373,373,,,,
070154955,5,298,298,,,,
070296873,5,441,441,,,,
070549143,5,99,99,,,,
070548887,5,99,99,,,,
072248300,5,119,119,,,,
067018033,5,129,129,,,,
067018056,5,129,129,,,,
065110842,5,499,499,,,,
065110796,5,499,499,,,,
065111340,5,175,175,,,,
065110427,5,199,199,,,,
065859843,5,349,349,,,,
070084916,5,249,249,,,,
070548236,5,298,298,,,,
070535695,5,187,187,,,,
070298623,5,337,337,,,,
064683389,5,249,249,,,,
065312125,5,99,99,,,,
070926244,5,299,299,,,,
070297181,5,249,249,,,,
070297267,5,349,349,,,,
070926238,5,299,299,,,,
070416836,5,444,444,,,,
070296867,5,294,294,,,,
070416974,5,94,94,,,,
070417017,5,94,94,,,,
070416905,5,499,499,,,,
070416911,5,499,499,,,,
070416957,5,294,294,,,,
070417023,5,94,94,,,,
070534713,5,337,337,,,,
070549114,5,17,17,,,,
070574377,5,188,188,,,,
064572941,5,75,75,,,,
064573001,5,75,75,,,,
066596512,5,89,89,,,,
070534771,5,337,337,,,,
070574509,5,74,74,,,,
070574469,5,92,92,,,,
070742956,5,528,528,,,,
070536688,5,398,398,,,,
070536671,5,398,398,,,,
070536204,5,248,248,,,,
070536452,5,248,248,,,,
071354037,5,468,468,,,,
070298099,5,398,398,,,,
070298076,5,398,398,,,,
070298243,5,124,124,,,,
070298254,5,124,124,,,,
070308400,5,100,100,,,,
070535706,5,150,150,,,,
070535712,5,150,150,,,,
070154811,5,178,178,,,,
070154840,5,178,178,,,,
070534684,5,337,337,,,,
070685211,5,119,119,,,,
070538029,5,189,189,,,,
070298957,5,125,125,,,,
070154903,5,270,270,,,,
070272377,5,270,270,,,,
070298963,5,238,238,,,,
070685228,5,119,119,,,,
070297578,5,75,75,,,,
070298393,5,125,125,,,,
070535770,5,49,49,,,,
070535758,5,49,49,,,,
070548484,5,398,398,,,,
070538542,5,125,125,,,,
070536475,5,40,40,,,,
070536550,5,40,40,,,,
070298462,5,110,110,,,,
070319502,5,110,110,,,,
070298485,5,110,110,,,,
070298427,5,135,135,,,,
070549264,5,99,99,,,,
070297768,5,125,125,,,,
070538536,5,125,125,,,,
070323669,5,35,35,,,,
070323681,5,35,35,,,,
070298444,5,135,135,,,,
070298940,5,110,110,,,,
070298370,5,125,125,,,,
065888111,5,118,118,,,,
070536325,5,40,40,,,,
070155009,5,249,249,,,,
070536112,5,148,148,,,,
070297561,5,75,75,,,,
070535453,5,77,77,,,,
070154978,5,249,249,,,,
070298364,5,75,75,,,,
070536705,5,225,225,,,,
070298634,5,275,275,,,,
070154581,5,275,275,,,,
070154598,5,275,275,,,,
070154609,5,275,275,,,,
070154863,5,60,60,,,,
070298894,5,60,60,,,,
070298928,5,75,75,,,,
070298237,5,124,124,,,,
070298721,5,90,90,,,,
070298272,5,90,90,,,,
070297584,5,25,25,,,,
070298681,5,25,25,,,,
070297590,5,25,25,,,,
070297601,5,25,25,,,,
070298744,5,100,100,,,,
070535597,5,27,27,,,,
070536832,5,112,112,,,,
070536918,5,75,75,,,,
070536947,5,75,75,,,,
070537036,5,250,250,,,,
070536878,5,75,75,,,,
070536884,5,75,75,,,,
070536924,5,75,75,,,,
070536930,5,75,75,,,,
070671089,5,248,248,,,,
064054823,5,87,87,,,,
066557248,5,96,96,,,,
070535580,5,27,27,,,,
070536803,5,112,112,,,,
070296994,5,125,125,,,,
070536861,5,112,112,,,,
070297019,5,75,75,,,,
070536999,5,248,248,,,,
070296924,5,248,248,,,,
070296971,5,250,250,,,,
070574452,5,46,46,,,,
070536694,5,112,112,,,,
070534724,5,168,168,,,,
070548461,5,299,299,,,,
070548501,5,299,299,,,,
070154892,5,180,180,,,,
070154932,5,159,159,,,,
070574394,5,38,38,,,,
070574400,5,38,38,,,,
070548714,5,140,140,,,,
070548449,5,598,598,,,,
072768992,5,30,30,,,,
071352638,5,748,748,,,,
072758537,5,399,399,,,,
072758589,5,399,399,,,,
072758566,5,399,399,,,,
072758554,5,399,399,,,,
072758572,5,399,399,,,,
072758595,5,399,399,,,,
072758404,5,299,299,,,,
072758710,5,349,349,,,,
072758704,5,349,349,,,,
072758670,5,199,199,,,,
072758658,5,199,199,,,,
072758664,5,199,199,,,,
072758641,5,249,249,,,,
072758451,5,249,249,,,,
072758445,5,249,249,,,,
072758612,5,249,249,,,,
072769138,5,125,125,,,,
070534707,5,505,505,,,,
070534742,5,505,505,,,,
070633890,5,373,373,,,,
070685067,5,336,336,,,,
070685050,5,336,336,,,,
070685084,5,336,336,,,,
070534874,5,373,373,,,,
070534863,5,373,373,,,,
070633924,5,373,373,,,,
070416824,5,673,673,,,,
070534759,5,505,505,,,,
070604844,5,505,505,,,,
070634042,5,373,373,,,,
070633832,5,373,373,,,,
070685107,5,336,336,,,,
070538467,5,111,111,,,,
070534903,5,336,336,,,,
070537572,5,561,561,,,,
070299075,5,561,561,,,,
070296815,5,748,748,,,,
070296809,5,748,748,,,,
070416784,5,673,673,,,,
070416548,5,92,92,,,,
070536982,5,373,373,,,,
070671095,5,396,396,,,,
070416525,5,147,147,,,,
070297002,5,92,92,,,,
070296988,5,147,147,,,,
070549212,5,111,111,,,,
070536481,5,168,168,,,,
070535476,5,395,395,,,,
070535390,5,354,354,,,,
070535292,5,354,354,,,,
070549385,5,261,261,,,,
070549189,5,111,111,,,,
070536515,5,123,123,,,,
070296850,5,748,748,,,,
070535482,5,354,354,,,,
070296838,5,748,748,,,,
070549287,5,148,148,,,,
070535274,5,395,395,,,,
070534696,5,505,505,,,,
070604838,5,505,505,,,,
070416681,5,321,321,,,,
070537042,5,343,343,,,,
070535430,5,447,447,,,,
070671129,5,343,343,,,,
070416634,5,343,343,,,,
070535418,5,262,262,,,,
070535332,5,447,447,,,,
070535504,5,447,447,,,,
071419704,5,433,433,,,,
071419722,5,433,433,,,,
071504045,5,291,291,,,,
071504068,5,129,129,,,,
071504621,5,41,41,,,,
070416519,5,524,524,,,,
071419394,5,175,175,,,,
071419664,5,463,463,,,,
071504638,5,41,41,,,,
070298525,5,561,561,,,,
070537641,5,561,561,,,,
070548224,5,298,298,,,,
070548259,5,298,298,,,,
066322780,5,199,199,,,,
070272417,5,299,299,,,,
066171066,5,37,37,,,,
066170987,5,37,37,,,,
064709292,5,74,74,,,,
064005865,5,74,74,,,,
066170906,5,37,37,,,,
066170561,5,149,149,,,,
065405160,5,24,24,,,,
066170584,5,149,149,,,,
066171168,5,87,87,,,,
065862026,5,49,49,,,,
063372148,5,99,99,,,,
066254468,5,49,49,,,,
063372079,5,99,99,,,,
063836188,5,99,99,,,,
070537664,5,499,499,,,,
070537537,5,450,450,,,,
070537704,5,299,299,,,,
070537727,5,699,699,,,,
070534892,5,450,450,,,,
070538565,5,150,150,,,,
070537733,5,599,599,,,,
070536319,5,149,149,,,,
070536291,5,199,199,,,,
070536596,5,199,199,,,,
070536573,5,199,199,,,,
070536302,5,249,249,,,,
070536567,5,149,149,,,,
070535447,5,599,599,,,,
070536624,5,599,599,,,,
070539224,5,469,469,,,,
070539218,5,469,469,,,,
071504039,5,349,349,,,,
070549270,5,199,199,,,,
070951069,5,548,548,,,,
070951075,5,599,599,,,,
070951081,5,649,649,,,,
070951098,5,548,548,,,,
070951109,5,599,599,,,,
067017869,5,100,100,,,,
070505466,5,175,175,,,,
070505443,5,175,175,,,,
070271954,5,250,250,,,,
067018102,5,75,75,,,,
067018004,5,100,100,,,,
070224723,5,249,249,,,,
070224775,5,350,350,,,,
070224504,5,200,200,,,,
070224602,5,250,250,,,,
070224677,5,249,249,,,,
070271977,5,350,350,,,,
064709021,5,200,200,,,,
070298986,5,349,349,,,,
070299034,5,499,499,,,,
070299000,5,599,599,,,,
070299023,5,599,599,,,,
070085846,5,599,599,,,,
066816720,5,459,459,,,,
066816606,5,379,379,,,,
066816772,5,269,269,,,,
065849037,5,459,459,,,,
065860092,5,379,379,,,,
070085921,5,599,599,,,,
064683366,5,124,124,,,,
067017748,5,175,175,,,,
065925391,5,187,187,,,,
070249786,5,175,175,,,,
070154546,5,239,239,,,,
070154552,5,210,210,,,,
070154696,5,72,72,,,,
070154707,5,72,72,,,,
070154771,5,135,135,,,,
070154638,5,105,105,,,,
070249711,5,175,175,,,,
070154534,5,239,239,,,,
070154575,5,210,210,,,,
070154644,5,105,105,,,,
070154673,5,135,135,,,,
070154713,5,72,72,,,,
070154759,5,135,135,,,,
070154765,5,135,135,,,,
070225031,5,150,150,,,,
070154621,5,105,105,,,,
067017823,5,119,119,,,,
070154483,5,179,179,,,,
070154805,5,135,135,,,,
070154788,5,135,135,,,,
066816789,5,175,175,,,,
070298617,5,59,59,,,,
070298773,5,210,210,,,,
070507124,5,59,59,,,,
065925419,5,150,150,,,,
063940513,5,135,135,,,,
070297774,5,125,125,,,,
070298583,5,179,179,,,,
070298646,5,239,239,,,,
070308325,5,179,179,,,,
070507101,5,59,59,,,,
070507118,5,59,59,,,,
065925108,5,239,239,,,,
070297060,5,159,159,,,,
070297077,5,159,159,,,,
070297094,5,239,239,,,,
070297100,5,239,239,,,,
070308417,5,210,210,,,,
070297031,5,199,199,,,,
065862101,5,175,175,,,,
061237641,5,38,38,,,,
070297025,5,199,199,,,,
065888140,5,175,175,,,,
067017719,5,140,140,,,,
067017731,5,140,140,,,,
070154794,5,135,135,,,,
070154500,5,59,59,,,,
067017754,5,88,88,,,,
070085881,5,299,299,,,,
066170181,5,125,125,,,,
070923230,5,498,498,,,,
070538496,5,175,175,,,,
070538248,5,449,449,,,,
070538254,5,398,398,,,,
070538162,5,429,429,,,,
070538179,5,379,379,,,,
070538104,5,279,279,,,,
070538127,5,429,429,,,,
070538093,5,379,379,,,,
070537693,5,279,279,,,,
070538064,5,279,279,,,,
070538087,5,429,429,,,,
070538133,5,379,379,,,,
070538144,5,279,279,,,,
070538156,5,329,329,,,,
070538185,5,298,298,,,,
070538225,5,298,298,,,,
070297198,5,125,125,,,,
066557283,5,250,250,,,,
070633861,5,550,550,,,,
070633918,5,365,365,,,,
070633947,5,365,365,,,,
070634013,5,550,550,,,,
070249740,5,88,88,,,,
070297152,5,350,350,,,,
070297175,5,150,150,,,,
070297123,5,350,350,,,,
070297146,5,350,350,,,,
070298813,5,329,329,,,,
070298842,5,329,329,,,,
070298807,5,379,379,,,,
070297704,5,279,279,,,,
070298784,5,279,279,,,,
070298796,5,429,429,,,,
070297624,5,429,429,,,,
070297676,5,379,379,,,,
070297371,5,498,498,,,,
070297365,5,598,598,,,,
070297492,5,398,398,,,,
070297359,5,598,598,,,,
070298329,5,479,479,,,,
070297866,5,279,279,,,,
071352108,5,389,389,,,,
071352114,5,389,389,,,,
071352137,5,999,999,,,,
071352143,5,999,999,,,,
071352154,5,999,999,,,,
071352166,5,999,999,,,,
071352189,5,999,999,,,,
071352552,5,429,429,,,,
071352569,5,429,429,,,,
071352615,5,229,229,,,,
070926209,5,599,599,,,,
070298531,5,749,749,,,,
070298548,5,749,749,,,,
071353504,5,175,175,,,,
071353522,5,175,175,,,,
071353597,5,398,398,,,,
071353620,5,675,675,,,,
071353643,5,675,675,,,,
071353654,5,675,675,,,,
065932216,5,350,350,,,,
065283043,5,90,90,,,,
065282672,5,100,100,,,,
064911351,5,299,299,,,,
064682684,5,430,430,,,,
064682701,5,430,430,,,,
064682956,5,380,380,,,,
064683166,5,350,350,,,,
064707150,5,275,275,,,,
065282466,5,300,300,,,,
065282597,5,300,300,,,,
065282620,5,300,300,,,,
065283020,5,180,180,,,,
065860201,5,699,699,,,,
065860224,5,699,699,,,,
065860247,5,699,699,,,,
065860456,5,599,599,,,,
065860506,5,399,399,,,,
065860512,5,399,399,,,,
065860529,5,399,399,,,,
065860535,5,399,399,,,,
065860662,5,199,199,,,,
065860685,5,199,199,,,,
065860691,5,899,899,,,,
065860702,5,899,899,,,,
066315282,5,899,899,,,,
066430899,5,280,280,,,,
066430906,5,330,330,,,,
066451874,5,280,280,,,,
066451897,5,330,330,,,,
066451966,5,220,220,,,,
063691536,5,599,599,,,,
063692057,5,599,599,,,,
063803008,5,599,599,,,,
063803014,5,599,599,,,,
066430916,5,349,349,,,,
066451989,5,349,349,,,,
064911155,5,488,488,,,,
064911506,5,90,90,,,,
064911604,5,60,60,,,,
064911103,5,300,300,,,,
064911253,5,325,325,,,,
072758480,5,349,349,,,,
072758508,5,299,299,,,,
072758514,5,499,499,,,,
072758474,5,349,349,,,,
070297739,5,450,450,,,,
070298053,5,499,499,,,,
070298024,5,499,499,,,,
064683130,5,175,175,,,,
070297745,5,450,450,,,,
070297970,5,268,268,,,,
070297964,5,318,318,,,,
070535107,5,898,898,,,,
070535159,5,898,898,,,,
070297993,5,268,268,,,,
070297987,5,174,174,,,,
063691565,5,137,137,,,,
063695083,5,124,124,,,,
065849348,5,124,124,,,,
065849204,5,124,124,,,,
070271171,5,550,550,,,,
070271165,5,550,550,,,,
070297238,5,399,399,,,,
064911472,5,220,220,,,,
070297244,5,399,399,,,,
070297221,5,399,399,,,,
070297814,5,679,679,,,,
070297820,5,579,579,,,,
070297837,5,579,579,,,,
070297716,5,489,489,,,,
061574419,5,0,0,,,,
064858575,5,2,2,,,,
070077879,5,5,5,,,,
064243916,5,2,2,,,,
058428598,5,0,0,,,,
060441481,5,0,0,,,,
070323519,5,199,199,,,,
073871164,5,4,4,,,,
070145753,5,5,5,,,,
062485454,5,5,5,,,,
072677310,5,8,8,,,,
052423313,5,70,70,,,,
061574771,5,5,5,,,,
070014223,5,5,5,,,,
072601838,5,100,100,,,,
072601844,5,199,199,,,,
070323502,5,10,10,,,,
064233427,5,3,3,,,,
064243974,5,5,5,,,,
061574327,5,6,6,,,,
062448482,5,5,5,,,,
064240401,5,4,4,,,,
051732496,5,1,1,,,,
059313559,5,1,1,,,,
065581462,5,0,0,,,,
061574362,5,1,1,,,,
061574270,5,3,3,,,,
050838972,5,2,2,,,,
061574287,5,1,1,,,,
061574834,5,2,2,,,,
061574834-001,5,2,2,,,,
070319312,5,1,1,,,,
072393604,5,2,2,,,,
070596132,5,3,3,,,,
070596149,5,1,1,,,,
070596126,5,2,2,,,,
070014200,5,5,5,,,,
054590462,5,5,5,,,,
061402019,5,13,13,,,,
059942972,5,9,9,,,,
063834576,5,27,27,,,,
070126384,5,277,277,,,,
061899778,5,225,225,,,,
070687883,5,178,178,,,,
070077827,5,90,54,30619872,,,
072434707,5,250,150,30619848,,,
070018870,5,195,117,30619867,,,
062381882,5,12,12,,,,
070126321,5,159,159,,,,
065483682,5,699,699,,,,
070827488,5,150,150,,,,
065474128,5,250,250,,,,
070827505,5,119,119,,,,
070131700,5,499,499,,,,
070124127,5,89,89,,,,
064616891,5,69,69,,,,
071195668,5,2,2,,,,
061411740,5,0,0,,,,
065581548,5,0,0,,,,
070112182,5,20,20,,,,
062387426,5,0,0,,,,
064845233,5,0,0,,,,
061400989,5,0,0,,,,
062381296,5,25,25,,,,
064617204,5,459,459,,,,
063731916,5,"1,699","1,699",,,,
064617170,5,339,339,,,,
070119981,5,35,35,,,,
065484208,5,249,249,,,,
064846376,5,15,15,,,,
070687399,5,298,298,,,,
073114492,5,190,190,,,,
073114503,5,150,150,,,,
073114526,5,350,350,,,,
073114209,5,700,700,,,,
072434736,5,250,250,,,,
070119946,5,29,29,,,,
066086655,5,170,170,,,,
062466726,5,390,390,,,,
065483215,5,280,280,,,,
065473763,5,190,190,,,,
065483060,5,300,300,,,,
065483181,5,300,300,,,,
065483503,5,450,450,,,,
070126465,5,440,440,,,,
061824142,5,400,400,,,,
071039854,5,33,33,,,,
071039866,5,43,43,,,,
070687860,5,200,200,,,,
070827465,5,38,38,,,,
070827494,5,440,440,,,,
070827511,5,200,200,,,,
070827534,5,38,38,,,,
070828752,5,38,38,,,,
070125276,5,89,89,,,,
073114601,5,250,250,,,,
073114618,5,200,200,,,,
073114624,5,500,500,,,,
073114630,5,600,600,,,,
062394544,5,17,17,,,,
070018887,5,30,30,,,,
070122814,5,1,1,,,,
072434713,5,250,250,,,,
070122803,5,25,25,,,,
071195645,5,4,4,,,,
062401514,5,5,5,,,,
064858857,5,80,80,,,,
064859015,5,70,70,,,,
070077770,5,49,49,,,,
070687480,5,15,15,,,,
071195651,5,2,2,,,,
072434644,5,23,23,,,,
070687382,5,148,148,,,,
064850382,5,110,110,,,,
052423457,5,0,0,,,,
070126246,5,385,385,,,,
073114267,5,15,15,,,,
073114250,5,8,8,,,,
073114313,5,4,4,,,,
073114336,5,5,5,,,,
073114324,5,20,20,,,,
073114365,5,6,6,,,,
073114371,5,6,6,,,,
072434886,5,4,4,,,,
073114440,5,4,4,,,,
073114342,5,1,1,,,,
072434788,5,2,2,,,,
072434811,5,5,5,,,,
072434892,5,3,3,,,,
072434828,5,5,5,,,,
072434834,5,1,1,,,,
072434874,5,4,4,,,,
072470151,5,10,10,,,,
072470168,5,15,15,,,,
072470174,5,20,20,,,,
072434673,5,5,5,,,,
072655388,5,6,6,,,,
072655371,5,5,5,,,,
072598501,5,5,5,,,,
072820849,5,1,1,,,,
072820832,5,2,2,,,,
073014702,5,1,1,,,,
073046969,5,1,1,,,,
072598392,5,2,2,,,,
072598357,5,5,5,,,,
070766219,5,2,2,,,,
070765981,5,4,4,,,,
070766006,5,1,1,,,,
072785268,5,1,1,30578387,,,
072784914,5,1,1,30578387,,,
072784937,5,1,1,30578388,,,
072785061,5,1,1,30578388,,,
072785055,5,1,1,30578406,,,
072785274,5,1,1,30578406,,,
072598524,5,2,2,,,,
072785245,5,3,3,,,,
072653148,5,1,1,,,,
072653154,5,1,1,,,,
070765923,5,2,2,,,,
070765934,5,3,3,,,,
056840135,5,30,20,30585209,,,
071695232,5,0,0,,,,
071936414,5,1,1,,,,
070837856,5,1,1,,,,
063280625,5,0,0,,,,
070459163,5,10,10,,,,
063280464,5,1,1,,,,
070716809,5,1,1,,,,
070762483,5,3,3,,,,
071861634,5,13,13,,,,
062190641,5,8,6,30547885,,,
065381543,5,3,2,30547905,,,
062190629,5,18,14,30548145,,,
062190658,5,3,2,30548107,,,
072041279,5,9,9,,,,
071132559,5,1,1,,,,
071654707,5,6,6,,,,
071654713,5,3,3,,,,
071695007,5,6,6,,,,
070716838,5,3,3,,,,
070716775,5,3,3,,,,
070716815,5,3,3,,,,
050387335,5,2,2,,,,
050535679,5,0,0,,,,
050537913,5,1,1,,,,
050608922,5,1,1,,,,
050609149,5,1,1,,,,
050614678,5,0,0,,,,
050906402,5,1,1,,,,
051075530,5,2,2,,,,
051131090,5,3,3,,,,
051146222,5,1,1,,,,
053525788,5,0,0,,,,
053526639,5,4,4,,,,
053526697,5,1,1,,,,
053526904,5,0,0,,,,
053529398,5,0,0,,,,
053535162,5,1,1,,,,
053535219,5,0,0,,,,
053536380,5,0,0,,,,
053585522,5,0,0,,,,
054034937,5,1,1,,,,
054193460,5,1,1,,,,
054196898,5,0,0,,,,
055661671,5,2,2,,,,
055859357,5,3,3,,,,
058424631,5,2,2,,,,
058424815,5,1,1,,,,
058424873,5,1,1,,,,
058424907,5,1,1,,,,
058425060,5,1,1,,,,
058466644,5,4,4,,,,
058466984,5,1,1,,,,
058467171,5,2,2,,,,
058467355,5,3,3,,,,
058467430,5,4,4,,,,
058467482,5,1,1,,,,
058468383,5,0,0,,,,
058468613,5,1,1,,,,
058469883,5,5,5,,,,
058639348,5,0,0,,,,
059189671,5,3,3,,,,
059450799,5,0,0,,,,
059451441,5,0,0,,,,
059452002,5,1,1,,,,
059452682,5,0,0,,,,
059477192,5,0,0,,,,
059477232,5,0,0,,,,
059477693,5,1,1,,,,
059477762,5,1,1,,,,
059477802,5,0,0,,,,
059477946,5,1,1,,,,
059478450,5,0,0,,,,
059478755,5,0,0,,,,
059479506,5,1,1,,,,
059479558,5,0,0,,,,
059479838,5,0,0,,,,
059479944,5,1,1,,,,
059479967,5,0,0,,,,
059485389,5,0,0,,,,
059490296,5,1,1,,,,
059490774,5,0,0,,,,
059490958,5,1,1,,,,
059491335,5,1,1,,,,
059492524,5,0,0,,,,
059497225,5,0,0,,,,
059497678,5,0,0,,,,
059499534,5,1,1,,,,
059499557,5,15,15,,,,
059499632,5,15,15,,,,
059499684,5,27,27,,,,
059528392,5,1,1,,,,
059564411,5,1,1,,,,
059575818,5,2,2,,,,
059577528,5,2,2,,,,
