"ITEM","PROMO_ZONE_ID","SIMPLE_PROMO_RETAIL"
"072680403",7,3.30
"070481498",7,2.67
"070481498",6,2.67
"072680374",7,4.44
"052792468",7,3.10
"058549898-001",15,1.33
"071065477",15,1.33
"071065477",8,1.33
"058550291",15,1.33
"072680374",9,4.44
"070481377",7,3.33
"072680403",9,3.30
"071330532",7,4.66
"070481285",7,3.33
"070481498",9,2.67
"066238995",6,3.33
"072680374",6,4.44
"070481377",9,3.33
"070481164",6,4.73
"071330532",9,4.66
"072680403",6,3.30
"073561468",6,4.73
"073561508",7,4.73
"073561508",6,4.73
"073562156",6,3.33
"057902418",6,4.03
"072680414",9,4.67
"073561364",7,4.40
"070481164",9,4.73
"073561451",9,4.40
"073561364",9,4.40
"060528241",6,3.33
"060528264",6,3.33
"066238995",9,3.33
"060528707",7,3.33
"060528707",6,3.33
"070481164",7,4.73
"070481285",9,3.33
"070481204",7,4.73
"072680414",7,4.67
"071330146",9,4.44
"051769389-001",8,0.75
"051769389-001",15,0.75
"051769389",15,0.75
"052989962-001",15,0.75
"056911461",7,1.65
"056911461",5,1.65
"074199924",6,10.00
"074199930",5,10.00
"057969074-001",5,4.00
"057969074-001",9,4.00
"073417836",5,2.49
"073417836",6,2.49
"051769389",8,0.75
"052989962",15,0.75
"052989962-001",8,0.75
"052989962",8,0.75
"072218077",7,2.67
"072218077",6,2.67
"072218077",5,2.67
"072218077",9,2.67
"073417836",9,2.49
"073417836",7,2.49
"071862933",8,0.99
"054917521",15,0.99
"054917521",8,0.99
"061254879",15,0.99
"056411718",8,1.14
"063693511",5,1.99
"050313308",6,1.99
"073417813",7,1.99
"073417813",9,1.99
"073417888",7,1.99
"056615777",9,1.99
"073417888",6,1.99
"067912276",6,1.99
"067912276",7,1.99
"067912276",5,1.99
"072217683",7,3.33
"072217683",9,3.33
"072217959",9,2.67
"072217994",7,2.67
"072217994",6,2.67
"072217994",5,2.67
"072217994",9,2.67
"072218048",7,2.67
"072218048",6,2.67
"072218048",9,2.67
"072217487",5,3.33
"072217527",9,3.33
"072217527",6,3.33
"072217527",7,3.33
"072217619",9,3.33
"072217619",5,3.33
"072217631",9,3.33
"072217631",6,3.33
"072217631",7,3.33
"072217677",9,3.33
"072217337",7,3.33
"072217337",5,3.33
"072217337",6,3.33
"072217487",9,3.33
"072217245",9,3.33
"072217245",7,3.33
"072217245",6,3.33
"072217245",5,3.33
"072217337",9,3.33
"072217487",6,3.33
"072217487",7,3.33
"072217049",7,5.33
"072217049",6,5.33
"072217049",5,5.33
"072217182",9,5.33
"072217182",7,5.33
"072217182",6,5.33
"072217182",5,5.33
"072217199",9,5.33
"072217199",7,5.33
"072217199",6,5.33
"072217199",5,5.33
"072217619",7,3.33
"072217631",5,3.33
"072217677",6,3.33
"072217677",7,3.33
"072216718",9,5.33
"072217850",5,3.33
"072216718",7,5.33
"072216718",5,5.33
"072216718",6,5.33
"072217049",9,5.33
"072217619",6,3.33
"072217734",7,3.33
"072217734",9,3.33
"072217850",9,3.33
"072217850",6,3.33
"072217677",5,3.33
"072217959",5,2.67
"072217683",6,3.33
"072217683",5,3.33
"072217781",7,3.33
"072217781",9,3.33
"072218060",5,4.67
"072218019",7,4.67
"072218019",6,4.67
"072218019",9,4.67
"072218060",7,4.67
"072217971",7,4.67
"072217971",9,4.67
"072217734",6,3.33
"072217734",5,3.33
"072217850",7,3.33
"055692668",15,0.99
"071863045",8,0.99
"071862933",15,0.99
"073361872",6,4.99
"073361929",7,4.99
"073361941",7,4.99
"073361941",6,4.99
"060748781",7,4.99
"060748781",6,4.99
"054149617",7,4.99
"054149617",6,4.99
"073759546",6,4.99
"054517508",7,4.99
"054517508",6,4.99
"064750765",7,4.99
"073361820",7,4.99
"073361837",7,4.99
"073361866",7,4.99
"073361866",6,4.99
"073361872",7,4.99
"064678281",7,4.99
"064678281",6,4.99
"064678315",7,4.99
"064678315",9,4.99
"064750523",7,4.99
"064750523",6,4.99
"064678275",9,4.99
"073759546",7,4.99
"056220178",15,1.00
"067811126",8,1.14
"063920439",15,1.14
"050858700",15,1.14
"071065523",8,1.33
"063267982",6,4.99
"063267982",9,4.99
"063268520",7,4.99
"063268520",9,4.99
"063268026",7,4.99
"063268026",6,4.99
"063267999",9,4.99
"064674475",9,4.99
"067387050",9,4.99
"071197712",7,4.99
"071193820",7,4.99
"071193820",9,4.99
"063268543",7,4.99
"063268543",9,4.99
"063267947",9,4.99
"063268606",7,4.99
"063268606",9,4.99
"063267982",7,4.99
"066579809",6,4.99
"066579809",9,4.99
"064432366",9,4.99
"065982984",7,4.99
"065982984",9,4.99
"067385363",7,4.99
"067385363",9,4.99
"067387038",7,4.99
"071197862",7,4.99
"071197862",9,4.99
"073362306",7,4.99
"073362306",9,4.99
"067386022",7,4.99
"067386022",6,4.99
"067386333",9,4.99
"067386726",7,4.99
"067386609",9,4.99
"066579809",7,4.99
"071863454",15,0.99
"071863454",8,0.99
"071863500",8,0.99
"057602595",15,1.14
"072381475",6,4.99
"072381475",9,4.99
"072381567",7,4.99
"072381567",9,4.99
"072381607",9,4.99
"072382013",7,4.99
"072382013",9,4.99
"072381999",7,4.99
"072381999",9,4.99
"072367936",7,4.99
"072367936",9,4.99
"072368025",7,4.99
"072368025",6,4.99
"072368025",9,4.99
"072368054",7,4.99
"072368083",7,4.99
"072368083",6,4.99
"072381475",7,4.99
"067366756",7,4.99
"067366756",9,4.99
"072367798",7,4.99
"072367798",9,4.99
"072367873",7,4.99
"072367873",6,4.99
"072367873",9,4.99
"072367994",7,4.99
"072367994",6,4.99
"072367994",9,4.99
"072233346",9,2.00
"062313365",9,2.00
"057223801",9,2.00
"057222368-001",9,2.02
"070578131",6,4.99
"067366524",7,4.99
"067366524",9,4.99
"067366524",6,4.99
"067366639",7,4.99
"067366639",6,4.99
"067366708",7,4.99
"067366858",7,4.99
"067366858",9,4.99
"070720239",7,4.99
"070720239",6,4.99
"071193797",7,4.99
"071193797",6,4.99
"071528414",7,4.99
"071528414",9,4.99
"071528414",6,4.99
"071694694",6,4.99
"070578131",7,4.99
"073362214",7,4.99
"073362214",6,4.99
"073362237",7,4.99
"073362237",6,4.99
"073362266",7,4.99
"073362266",6,4.99
"064097737",7,4.99
"064097737",6,4.99
"073361434",7,4.99
"073361434",9,4.99
"073361434",6,4.99
"073361440",7,4.99
"073361440",6,4.99
"073977967",7,4.99
"073977967",9,4.99
"073977967",6,4.99
"073362174",7,4.99
"073362174",6,4.99
"071066499",15,5.20
"063625501",15,5.45
"071066165",15,5.20
"071066165",8,5.20
"071066107",15,5.20
"071066107",8,5.20
"071066499",8,5.20
"071066205",15,5.20
"071066205",8,5.20
"063619601",15,5.45
"063619601",8,5.45
"071066142",15,5.20
"071066142",8,5.20
"067810287",9,4.99
"067810287",7,4.99
"070558472",7,4.99
"070558472",9,4.99
"070558472",6,4.99
"067810293",7,4.99
"067810293",9,4.99
"067810293",6,4.99
"071000071",7,4.99
"071000088",9,4.99
"071000088",7,4.99
"071000088",6,4.99
"071000094",9,4.99
"071000094",7,4.99
"071000094",6,4.99
"071000105",9,4.99
"071000105",7,4.99
"071000105",6,4.99
"066590904",9,4.99
"066590904",7,4.99
"066590904",6,4.99
"071000059",9,4.99
"071000059",7,4.99
"071000065",9,4.99
"071000065",7,4.99
"071000071",9,4.99
"073361647",7,4.99
"073361647",6,4.99
"073361808",6,4.99
"073361820",6,4.99
"066020209",9,4.99
"073361837",6,4.99
"073361929",6,4.99
"066988187",9,4.99
"059079755",6,4.99
"054517508",9,4.99
"071197925",9,4.99
"071197879",6,4.99
"064750765",9,4.99
"064750765",6,4.99
"064751009",6,4.99
"064763826",6,4.99
"066019673",6,4.99
"055695400",8,0.99
"071863362",8,0.99
"071863771",15,0.99
"071863045",15,0.99
"071863402",15,0.99
"060290284",15,1.14
"067799756",8,0.90
"067387050",7,4.99
"067387050",6,4.99
"071197712",6,4.99
"071197712",9,4.99
"071193820",6,4.99
"063268543",6,4.99
"063268520",6,4.99
"063268819",7,4.99
"063268819",6,4.99
"064678315",6,4.99
"071197862",6,4.99
"067386333",7,4.99
"067386726",6,4.99
"064432366",7,4.99
"064432366",6,4.99
"065982984",6,4.99
"067385363",6,4.99
"067387038",9,4.99
"067366639",9,4.99
"067366858",6,4.99
"067366756",6,4.99
"072367798",6,4.99
"072368054",6,4.99
"072368054",9,4.99
"072368083",9,4.99
"072381567",6,4.99
"072382013",6,4.99
"072381999",6,4.99
"071000071",6,4.99
"067810287",6,4.99
"073361440",9,4.99
"073362174",9,4.99
"073362237",9,4.99
"073362266",9,4.99
"070720239",9,4.99
"071193797",9,4.99
"071694694",7,4.99
"071694694",9,4.99
"070578131",9,4.99
"067799756",15,0.90
"055695400",15,0.99
"071863362",15,0.99
"057602595",8,1.14
"067811126",15,1.14
"067812953",15,1.14
"067812953",8,1.14
"073361647",9,4.99
"073361820",9,4.99
"073361866",5,4.99
"073361866",9,4.99
"073361872",9,4.99
"073361941",9,4.99
"054149617",9,4.99
"066988187",7,4.99
"066988187",6,4.99
"071000065",6,4.99
"063267999",6,4.99
"063268819",9,4.99
"064750523",9,4.99
"051373534",6,4.99
"071197925",6,4.99
"064767360",9,4.99
"064763826",9,4.99
"066020031",9,4.99
"073361647",5,4.99
"060748781",9,4.99
"071000059",6,4.99
"064097737",9,4.99
"067366708",6,4.99
"072367936",6,4.99
"067386726",9,4.99
"067387038",6,4.99
"063268026",9,4.99
"064751009",7,4.99
"066019673",5,4.99
"066019673",9,4.99
"066020209",5,4.99
"066020031",5,4.99
"073361808",9,4.99
"073361820",5,4.99
"073361941",5,4.99
"073759534",6,4.99
"064678275",6,4.99
"063268606",6,4.99
"064674475",6,4.99
"067366708",9,4.99
"067386609",7,4.99
"067386609",6,4.99
"063267947",7,4.99
"063267947",6,4.99
"064674475",7,4.99
"064678275",7,4.99
"064750650",9,4.99
"051373534",9,4.99
"071197891",6,4.99
"071197891",9,4.99
"063267999",7,4.99
"073759546",9,4.99
"051373534",7,4.99
"064767360",7,4.99
"064751009",9,4.99
"073362306",6,4.99
"073759534",7,4.99
"067386022",9,4.99
"073361929",5,4.99
"073361929",9,4.99
"060748781",5,4.99
"054149617",5,4.99
"073362214",9,4.99
"067386333",6,4.99
"071197879",7,4.99
"064750765",5,4.99
"064763826",7,4.99
"071197925",7,4.99
"064767360",6,4.99
"066020031",6,4.99
"064767360",5,4.99
"066020209",7,4.99
"066020209",6,4.99
"066019673",7,4.99
"064763826",5,4.99
"073361808",5,4.99
"073361837",5,4.99
"073361837",9,4.99
"073361872",5,4.99
"073759534",9,4.99
"059079755",7,4.99
"071197891",7,4.99
"071197879",9,4.99
"064750650",7,4.99
"064750650",6,4.99
"064750650",5,4.99
"073361808",7,4.99
"064751009",5,4.99
"066020031",7,4.99
"072368054",5,4.99
"072368083",5,4.99
"072381475",5,4.99
"072381567",5,4.99
"072381607",7,4.99
"072381607",6,4.99
"067386431",9,4.99
"067386431",7,4.99
"067386431",6,4.99
"064678281",9,4.99
"059079755",9,4.99
"073361440",5,4.99
"073977967",5,4.99
"073362174",5,4.99
"073362214",5,4.99
"073362237",5,4.99
"073362266",5,4.99
"064097737",5,4.99
"072367994",5,4.99
"072367936",5,4.99
"072368025",5,4.99
"066590904",5,4.99
"071000059",5,4.99
"071000065",5,4.99
"071000088",5,4.99
"071000094",5,4.99
"071000105",5,4.99
"067810287",5,4.99
"070558472",5,4.99
"067810293",5,4.99
"073361434",5,4.99
"071193797",5,4.99
"071528414",5,4.99
"071694694",5,4.99
"067366708",5,4.99
"067366524",5,4.99
"071000071",5,4.99
"070720239",5,4.99
"067366756",5,4.99
"066988187",5,4.99
"071197891",5,4.99
"071197925",5,4.99
"051150602",7,6.99
"051150602",9,6.99
"051222218",6,6.99
"051222218",7,6.99
"051222218",9,6.99
"051564458",6,6.99
"051564458",7,6.99
"051564458",9,6.99
"051576628",6,6.99
"051576628",7,6.99
"051576628",9,6.99
"051734655",6,6.99
"051734655",7,6.99
"051734655",9,6.99
"067926974",6,7.99
"067926974",7,7.99
"055692668",8,0.99
"071863771",8,0.99
"073374062",5,7.00
"073374091",5,7.00
"073374119",5,7.00
"073374148",5,7.00
"073374160",5,7.00
"073374183",5,7.00
"073374223",5,7.00
"073374275",5,7.00
"050146765",6,6.99
"050146765",7,6.99
"050146765",9,6.99
"051015061",6,6.99
"051015061",7,6.99
"051015061",9,6.99
"051150602",6,6.99
"067933130",5,6.99
"067933153",5,7.99
"067933268",5,7.99
"067933274",5,6.99
"067933314",5,6.99
"067933337",5,6.99
"067933464",5,6.99
"067933533",5,6.99
"067933602",5,6.99
"067933850",5,7.99
"067933886",5,6.99
"067933896",5,7.99
"067933959",5,7.99
"067934002",5,6.99
"067986084",5,7.99
"071701664",5,6.99
"071701894",5,6.99
"050146765",5,6.99
"051015061",5,6.99
"051150602",5,6.99
"051222218",5,6.99
"051564458",5,6.99
"051576628",5,6.99
"051734655",5,6.99
"067926974",5,7.99
"067931276",5,6.99
"067932684",5,6.99
"067932908",5,6.99
"067932914",5,6.99
"067385363",5,4.99
"067387038",5,4.99
"067387050",5,4.99
"071197712",5,4.99
"071193820",5,4.99
"063268543",5,4.99
"063267947",5,4.99
"054517508",5,4.99
"051373534",5,4.99
"072381607",5,4.99
"072382013",5,4.99
"072381999",5,4.99
"071197862",5,4.99
"073362306",5,4.99
"067386022",5,4.99
"067386726",5,4.99
"066579809",5,4.99
"064432366",5,4.99
"065982984",5,4.99
"063268520",5,4.99
"063268026",5,4.99
"064678275",5,4.99
"063267999",5,4.99
"067386609",5,4.99
"064674475",5,4.99
"064678315",5,4.99
"073759546",5,4.99
"059079755",5,4.99
"071197879",5,4.99
"074068878",9,3.49
"074068878",5,3.49
"067386333",5,4.99
"067386431",5,4.99
"073759534",5,4.99
"063268606",5,4.99
"064678281",5,4.99
"063268819",5,4.99
"064750523",5,4.99
"063267982",5,4.99
"072031815",9,4.00
"072031809",9,4.00
"072031838",6,4.00
"072023422",9,4.00
"065107985",9,4.00
"065107985",5,4.00
"065107991",5,4.00
"071692448",9,4.00
"071692448",5,4.00
"071692483",9,4.00
"071692483",5,4.00
"072031821",5,4.00
"072031838",5,4.00
"072031809",7,4.00
"072031809",6,4.00
"072031838",7,4.00
"072023422",5,4.00
"072031815",7,4.00
"072031815",6,4.00
"072031821",7,4.00
"072031821",6,4.00
"074068861",6,3.49
"074068878",7,3.49
"074068878",6,3.49
"074068861",5,3.49
"074068861",9,3.49
"072031815",5,4.00
"074068849",9,3.49
"072031838",9,4.00
"072031821",9,4.00
"072031809",5,4.00
"074068855",9,3.49
"074068849",5,3.49
"074068849",7,3.49
"074068849",6,3.49
"074068855",5,3.49
"074068855",7,3.49
"074068855",6,3.49
"074068861",7,3.49
"065107991",9,4.00
"065107991",7,4.00
"065107991",6,4.00
"071692448",7,4.00
"071692448",6,4.00
"071692483",7,4.00
"071692483",6,4.00
"072023422",7,4.00
"072023422",6,4.00
"065107985",7,4.00
"065107985",6,4.00
"072217959",7,2.67
"072217959",6,2.67
"072218048",5,2.67
"072218060",9,4.67
"072217936",7,4.67
"072217936",9,4.67
"072217971",6,4.67
"072217971",5,4.67
"072218060",6,4.67
"065107858",7,4.00
"065107858",6,4.00
"065107858",9,4.00
"065107858",5,4.00
"072217527",5,3.33
"072217781",6,3.33
"072217781",5,3.33
"072217936",6,4.67
"072217936",5,4.67
"072218019",5,4.67
"055967618-001",9,4.03
"055967958",9,4.03
"057365166-001",5,4.03
"057365166-001",9,4.03
"057365189",9,4.03
"057902303-001",5,4.03
"057902303-001",9,4.03
"060528241",5,3.33
"060528264",5,3.33
"057902303",9,4.03
"057902418",5,4.03
"052792468",5,3.10
"057902418",9,4.03
"072680414",5,4.67
"073561364",5,4.40
"052792468",9,3.10
"055961728",9,3.00
"055963438",9,3.33
"055963438",5,3.33
"055967618-001",5,4.03
"073561537",5,4.73
"070481204",5,4.73
"070481285",5,3.33
"071330532",5,4.66
"070481164",5,4.73
"066239176",5,3.33
"071330146",5,4.44
"066238995",5,3.33
"057365189",5,4.03
"057365166",5,4.03
"057365166",9,4.03
"057902303",5,4.03
"060528650",5,3.33
"060528707",5,3.33
"072680403",5,3.30
"072680374",5,4.44
"070481377",5,3.33
"070481498",5,2.67
"055961728",5,3.00
"055967618",5,4.03
"055967618",9,4.03
"055967958",5,4.03
"073602605",9,4.99
"073602634",9,4.99
"073602686",9,3.99
"071214371",7,3.34
"071214394",7,3.34
"071214394",5,3.34
"073589902",5,4.99
"073589954",5,3.99
"073589960",9,3.99
"073589960",5,3.99
"073589983",5,4.99
"073589994",9,5.99
"073589994",5,5.99
"073590030",9,3.99
"073590030",5,3.99
"073590099",9,3.99
"073602542",9,2.99
"073589827",5,4.99
"073589833",9,6.99
"073589833",5,6.99
"073589856",9,6.99
"073589856",5,6.99
"073589879",9,6.99
"073589879",5,6.99
"073589902",9,4.99
"073602686",5,3.99
"073602847",6,2.99
"056752435",9,2.00
"073602778",5,4.99
"073602818",7,4.99
"073602818",6,4.99
"073589827",9,4.99
"073589827",7,4.99
"073589827",6,4.99
"073602605",6,4.99
"073602755",7,4.99
"073602755",6,4.99
"073602778",7,4.99
"073602847",7,2.99
"073602778",6,4.99
"073602726",7,3.99
"073602726",6,3.99
"071214371",9,3.34
"071214388",9,2.84
"073602686",6,3.99
"071214388",5,2.84
"073602818",9,4.99
"073602847",5,2.99
"071214388",6,2.84
"073602634",7,4.99
"073602634",6,4.99
"073602755",5,4.99
"073602686",7,3.99
"073602634",5,4.99
"073602726",5,3.99
"056752435",7,2.00
"071214388",7,2.84
"073602778",9,4.99
"073602847",9,2.99
"073602605",5,4.99
"073602542",6,2.99
"073602605",7,4.99
"056752435",6,2.00
"073602818",5,4.99
"073602726",9,3.99
"073602755",9,4.99
"056752435",5,2.00
"071214371",5,3.34
"071214371",6,3.34
"071214394",9,3.34
"071214394",6,3.34
"073602542",7,2.99
"073589983",7,4.99
"073589983",9,4.99
"073589983",6,4.99
"073589994",7,5.99
"073589994",6,5.99
"073590030",7,3.99
"073590030",6,3.99
"073590099",7,3.99
"073590099",6,3.99
"073590099",5,3.99
"073602542",5,2.99
"073589879",6,6.99
"073589902",7,4.99
"073589902",6,4.99
"073589954",7,3.99
"073589954",6,3.99
"073589954",9,3.99
"073589960",7,3.99
"073589960",6,3.99
"055967618",6,4.03
"055967958",7,4.03
"055967958",6,4.03
"057365166-001",6,4.03
"057365166",7,4.03
"057365166",6,4.03
"057365189",6,4.03
"057902303-001",7,4.03
"057902303-001",6,4.03
"057902303",6,4.03
"063820212-001",5,2.79
"055961728",6,3.00
"055967618-001",6,4.03
"063819255-002",5,2.99
"063819255",5,2.99
"063819952-001",5,2.99
"063819952-002",5,2.99
"063819952",5,2.99
"064514504",5,3.00
"063819059-001",5,2.79
"063819059",5,2.79
"063819566-001",5,2.79
"066591621",5,2.04
"052885520-001",5,1.32
"072233409",5,2.66
"057527428",5,4.40
"067902150",5,4.40
"067903713",5,4.40
"064698873",5,4.40
"063818711-002",5,2.99
"063818711",5,2.99
"063819255-001",5,2.99
"052885520",5,1.32
"067423434",5,4.40
"073325835",5,2.99
"063819566",5,2.79
"066591293-001",5,4.32
"066591293",5,4.32
"056524548",5,4.00
"060345883-001",5,4.00
"060345883",5,4.00
"066592522",5,2.66
"063820212",5,2.79
"063820212-001",6,2.79
"063819059",9,2.79
"063819059-001",9,2.79
"063819059",7,2.93
"063819059-001",7,2.93
"063819566",9,2.79
"063819566-001",9,2.79
"063819566",7,2.93
"063819566",6,2.79
"063819566-001",7,2.93
"063820212",9,2.79
"063820212",7,2.93
"063819255-002",9,2.99
"063819255",7,3.14
"063819952-001",9,2.99
"063819952",7,3.14
"063819952-001",7,3.14
"063819952-002",6,2.99
"073325835",9,2.99
"073325835",7,2.99
"064514504",9,3.00
"064514504",7,3.15
"057527428",9,4.40
"067902150",9,4.40
"067902150",7,4.62
"067903713",9,4.40
"067903713",7,4.58
"064698873",9,4.40
"064698873",7,4.40
"067423434",7,4.40
"063818711-001",9,2.99
"063818711-002",9,2.99
"063819255-002",6,2.99
"063819255",9,2.99
"063819255-001",9,2.99
"060345883-001",9,4.00
"060345883-001",7,4.00
"066592522",7,2.66
"066591621",9,2.04
"066591621",7,2.04
"052885520-001",7,1.32
"052885520",9,1.32
"052885520",7,1.32
"072233409",9,2.66
"072233409",7,2.66
"063819658",7,3.14
"066591293-001",6,4.32
"066591293",9,4.32
"066591293",7,4.32
"066591293-001",9,4.32
"066591293-001",7,4.32
"056524548",7,4.00
"060345883-001",6,4.00
"060345883",9,4.00
"060345883",7,4.00
"063818711-001",6,2.99
"063819255-001",7,3.14
"063819658-002",7,3.14
"067903713",6,4.40
"063819952-002",9,2.99
"067423434",6,4.40
"063819658",6,2.99
"063819255",6,2.99
"067423434",9,4.40
"063818711",6,2.99
"063819658-002",9,2.99
"063819658-001",7,3.14
"063819658-002",6,2.99
"063819658-001",9,2.99
"063819952",6,2.99
"063819658-001",6,2.99
"067902150",6,4.40
"064698873",6,4.40
"063818711-002",7,3.14
"057696730",7,1.00
"057696730",6,1.00
"071970010",5,1.72
"071970010",9,1.72
"071970010",6,1.72
"071970010",7,1.72
"057696730",5,1.00
"066102620",6,1.00
"057696730",9,1.00
"066102620",9,1.00
"066102620",5,1.00
"066102620",7,1.00
"053991968",7,1.00
"053991968",9,1.00
"053991968",6,1.00
"053991968",5,1.00
"063819059",6,2.79
"063819059-001",6,2.79
"063819566-001",6,2.79
"063820212",6,2.79
"063820212-001",7,2.93
"063820212-001",9,2.79
"066592522",6,2.66
"061463009",9,4.40
"066591621",6,2.04
"073325835",6,2.99
"063819952-002",7,3.14
"061463009",7,4.62
"063819658",9,2.99
"063818711-002",6,2.99
"063818711",9,2.99
"063818711",7,3.14
"063818711-001",7,3.14
"063819255-001",6,2.99
"063819255-002",7,3.14
"063819952",9,2.99
"063819952-001",6,2.99
"061463009",6,4.40
"064514504",6,3.00
"066592522",9,2.66
"052885520-001",6,1.32
"052885520",6,1.32
"052885520-001",9,1.32
"072233409",6,2.66
"056945576",7,4.62
"056945576",6,4.40
"057527428",7,4.62
"057527428",6,4.40
"056945576",9,4.40
"066591293",6,4.32
"056524548",9,4.00
"056524548",6,4.00
"060345883",6,4.00
"063693511",9,1.99
"050313308",7,1.99
"050313308",9,1.99
"072463407",7,1.99
"072463407",5,1.99
"072463407",6,1.99
"073417888",5,1.99
"073417813",6,1.99
"073417813",5,1.99
"056615777",5,1.99
"056615777",7,1.99
"073417888",9,1.99
"067912276",9,1.99
"063693511",7,1.99
"063693511",6,1.99
"056906502",7,1.00
"056906502",9,1.00
"056906502",5,1.00
"071230627",5,1.69
"071230627",6,1.69
"052124984",5,1.25
"052124984",6,1.25
"050348618",6,4.49
"065441381",6,4.99
"065441381",9,4.99
"071094557",7,4.99
"050348618",5,4.49
"071094557",9,4.99
"050348618",9,4.49
"071230875",7,4.49
"071230875",9,4.49
"071094557",5,4.99
"071230875",5,4.49
"073560244",5,5.00
"073560244",9,5.00
"073425066",9,9.00
"065441381",5,4.99
"071094557",6,4.99
"071230875",6,4.49
"065724571",7,2.00
"065724571",6,2.00
"065441381",7,4.99
"065724571",9,2.00
"071230627",9,1.69
"071230627",7,1.69
"052124984",7,1.25
"052124984",9,1.25
"050348618",7,4.49
"073560244",7,5.00
"065724571",5,2.00
"073425066",6,9.00
"073425066",7,9.00
"073425066",5,9.00
"073560244",6,5.00
"056906502",6,1.00
"060190794",6,1.74
"057602071",5,1.74
"071104829",6,1.74
"057712827",5,1.65
"063693315",5,1.74
"057602071",9,1.74
"057712827",7,1.65
"071104829",7,1.74
"057602071",6,1.74
"071104829",9,1.74
"060190794",5,1.74
"055100570",6,3.24
"071192090",6,3.31
"060190794",7,1.74
"060190794",9,1.74
"071104829",5,1.74
"057602071",7,1.74
"063693315",6,1.74
"063693315",7,1.74
"063693315",9,1.74
"057712827",6,1.65
"057712827",9,1.65
"065547089",9,1.95
"065547089",7,1.95
"065547089",6,1.95
"071192090",5,3.31
"071192090",9,3.31
"055100570",7,3.24
"071192090",7,3.31
"065547089",5,1.95
"063695273",5,2.49
"063695273",6,2.49
"055100570",5,3.24
"071464258",9,4.00
"071496358",7,4.16
"071496358",6,4.00
"071496358",5,4.00
"073417652",6,4.07
"073417652",5,4.07
"064062986",6,4.00
"064062986",5,4.00
"064062986",7,4.16
"052542304",7,4.70
"070812534",7,5.19
"061313764",7,5.19
"072847242",7,5.24
"062585762",6,4.59
"062585762",7,4.77
"061313522",7,5.19
"066086776",6,4.99
"066086776",7,5.24
"072847196",7,4.70
"060358614",6,4.48
"060358614",7,4.66
"052115131",7,5.24
"052115079",5,4.99
"073373011",13,15.95
"073373011",12,15.19
"067655332",6,4.00
"067655332",9,4.00
"067655332",5,4.00
"067655608",6,4.00
"067655608",7,4.16
"067655608",5,4.00
"071464494",7,4.16
"071464494",6,4.00
"072712730",9,2.32
"072712730",7,2.32
"072712730",6,2.32
"072712614",7,1.99
"072712614",9,1.99
"072712614",5,1.99
"072712614",6,1.99
"072712252",5,1.99
"072712252",7,1.99
"072712252",9,1.99
"072712252",6,1.99
"062330920",9,1.00
"067420967",5,1.33
"071065523",5,1.33
"060268323",9,1.33
"071065523",9,1.33
"071065477",9,1.33
"067420967",9,1.33
"067422677",9,1.33
"058550291",9,1.33
"067422683",9,1.33
"058549898-002",6,1.33
"058556054-001",6,1.33
"072427371",5,1.99
"072427394",7,1.99
"072427394",6,1.99
"072427394",5,1.99
"072427780",9,2.49
"072427854",9,2.49
"072427854",7,2.49
"072427526",6,2.49
"072427780",6,2.49
"072427854",5,2.49
"060491530",7,5.19
"061313637",7,5.24
"056747845",7,4.66
"058420558",7,5.19
"060358620",7,4.66
"058365168",6,4.99
"066091441",7,4.70
"055183891",7,4.70
"066092820",7,4.70
"055183931",7,4.70
"050861177",7,5.19
"062585819",7,4.77
"061251256",5,2.00
"061251256",7,2.00
"060358620",6,4.48
"072847242",6,4.99
"072847138",6,4.48
"072847138",7,4.70
"061313522",6,4.99
"072847196",6,4.48
"061313764",6,4.99
"052115131",6,4.99
"052542304",6,4.48
"066091441",6,4.48
"058420558",6,4.99
"055183931",6,4.48
"052369210",6,4.48
"070812534",6,4.99
"055183891",6,4.48
"062585952",6,4.99
"062585819",6,4.59
"058365168",7,5.24
"050861177",6,4.99
"066092820",6,4.48
"061251256",9,2.00
"061251256",6,2.00
"062413707",7,7.04
"062413707",5,6.70
"052007386",7,7.04
"072144929",7,6.97
"052671272",6,6.70
"062413686",6,6.70
"052671272",5,6.70
"066903513",6,6.70
"066902969",5,6.70
"066903156",5,6.70
"072144929",6,6.70
"052007386",6,6.70
"058083814",5,6.70
"066903513",7,6.97
"052224480",7,6.97
"062413686",7,6.97
"062413686",5,6.70
"052224480",5,6.70
"072144958",5,6.70
"072144958",9,6.70
"054905322",7,6.97
"066903156",6,6.70
"052007386",5,6.70
"072144958",7,6.97
"052007340",6,6.70
"052368430",6,6.70
"052007478",6,6.70
"052671272",7,6.97
"052224451",5,6.70
"060357356",6,6.70
"052224451",6,6.70
"064001316",6,6.70
"052007432",6,6.70
"052007432",5,6.70
"066903156",7,6.97
"052007340",7,6.97
"062413673",7,6.97
"062413673",5,6.70
"072144958",6,6.70
"052368430",9,6.70
"052007478",7,6.97
"052368430",7,6.97
"060357356",7,6.97
"052224451",7,6.97
"066903486",6,6.70
"066903486",7,6.97
"052007461",6,6.70
"052007461",7,6.97
"052007461",5,6.70
"052007426",6,6.70
"052007426",7,6.97
"058083814",7,6.97
"058083814",6,6.70
"052369164",7,4.70
"052369210",7,4.70
"052369164",6,4.48
"062585952",7,5.19
"055692893",6,4.48
"055692893",7,4.66
"056747874",7,4.70
"060358764",6,4.99
