"ITEM","PRICE_ZONE_ID","SELLING_RETAIL"
"074707722",14,13.00
"053713090",2,1.47
"051507579",2,0.79
"051276655",14,1.08
"051492888",2,1.05
"053713677",2,1.84
"051795795",2,1.31
"051295131",2,0.79
"052625823",2,1.05
"051989261",2,0.37
"052641469",2,0.79
"051845938",2,0.37
"051994012",2,2.36
"051711538",2,0.37
"051295154",2,0.79
"052527225",14,1.08
"051659859",2,0.79
"051276626",2,1.05
"051276655",2,1.05
"051295131",14,0.81
"052527225",2,1.05
"052527467",2,1.05
"051565083",2,0.79
"052527375",2,1.05
"052527398",2,1.05
"052527317",2,1.05
"051639618",2,0.37
"051995691",2,2.36
"052527444",2,1.05
"052527219",2,1.05
"052527323",2,1.05
"051276661",2,1.05
"051276632",2,1.05
"051989157",2,0.37
"051410422",2,1.05
"053713648",2,1.84
"052527202",2,1.05
"052527185",2,1.05
"051080926",2,1.26
"051989301",2,0.37
"051295125",14,0.81
"052528587",2,2.10
"052527277",2,1.05
"052625685",14,1.08
"051080828",2,1.26
"051711538",14,0.38
"052527369",2,3.15
"052625725",2,1.05
"052465758",2,0.79
"051989439",2,0.37
"051492905",2,1.05
"051410284",2,1.05
"052527277",14,1.08
"051080918",2,1.26
"052527179",14,1.08
"051410422",14,1.08
"052625685",2,1.05
"051295125",2,0.79
"051026998",2,1.05
"052527179",2,1.05
"072033894",1,1.75
"071942355",1,1.00
"071942084",1,1.00
"071955265",1,1.50
"072034357",1,1.75
"072034271",1,1.75
"071981256",1,1.75
"071739078",1,0.85
"072033370",1,1.75
"071942384",1,1.00
"071738874",1,0.85
"071739049",1,0.85
"071739061",1,0.85
"072033634",1,1.75
"061865058",14,0.81
"066527739",2,8.40
"066211433",2,0.79
"057765171",2,1.05
"053898970",2,0.53
"058598073",2,0.79
"062747652",2,0.58
"055133041",2,1.84
"054287597",2,0.95
"066096171",2,1.58
"065998735",2,0.47
"057971978",14,1.34
"060703264",2,5.78
"061377929",2,1.58
"061418151",2,1.58
"058596403",2,0.79
"066528554",2,7.88
"066378984",2,0.47
"062737128",2,0.37
"060883527",2,3.68
"066527993",2,3.41
"057971978",2,1.31
"054346390",2,1.10
"058299528",2,5.78
"058570748",14,0.81
"056819346",2,4.99
"063168765",2,1.05
"054278752",2,1.42
"062815946",14,1.08
"062815946",2,1.05
"054287787",2,0.95
"059140636",14,1.56
"060863845",2,1.05
"059140636",2,1.52
"065998827",2,0.47
"060863868",2,1.05
"063064790",2,0.30
"065998891",2,0.47
"062250375",2,4.20
"054278660",2,1.42
"057956968",2,3.41
"065998827",14,0.48
"060564807",2,1.58
"065998735",14,0.48
"058570748",2,0.79
"053843649",2,0.53
"057765171",14,1.08
"062730798",2,0.58
"059140832",14,1.56
"061344681",2,1.58
"057969688",2,1.31
"056525601",2,0.79
"065998770",2,0.47
"061133274",2,5.25
"061865058",2,0.79
"059140832",2,1.52
"050076110-002",1,1.00
"058987592-002",1,2.00
"074707854",4,9.00
"074707854",14,9.00
"074707854",3,9.00
"074707854",2,9.00
"060703264",1,5.50
"061344681",1,1.50
"057765171",1,1.00
"066528554",1,7.50
"066527993",1,3.25
"057971978",1,1.25
"057969688",1,1.25
"060883527",1,3.50
"066096171",1,1.50
"058570748",1,0.75
"066211433",1,0.75
"059140636",1,1.45
"061133274",1,5.00
"060564807",1,1.50
"061377929",1,1.50
"054287597",1,0.90
"065998735",1,0.45
"058299528",1,5.50
"066378984",1,0.45
"058596403",1,0.75
"062250375",1,4.00
"056819346",1,4.75
"057956968",1,3.25
"061865058",1,0.75
"055133041",1,1.75
"061418151",1,1.50
"063064790",1,0.30
"063168765",1,1.00
"058598073",1,0.75
"066527739",1,8.00
"062815946",1,1.00
"059140832",1,1.45
"065998827",1,0.45
"072033634",3,1.88
"071507946",3,1.18
"072010535",3,2.37
"072033894",3,1.88
"071940311",3,1.61
"072033370",3,1.88
"072032774",3,4.30
"071739078",3,0.89
"071526612",3,1.08
"071942384",3,1.05
"071739049",3,0.89
"071526629",3,2.15
"071981256",3,1.88
"071942015",3,2.69
"071940374",3,1.61
"071507554",3,1.18
"071942084",3,1.05
"071942038",3,2.69
"071738874",3,0.89
"072034357",3,1.88
"071940363",3,1.61
"072034271",3,1.88
"071955265",3,1.58
"071526589",3,2.15
"072008965",3,2.37
"071739061",3,0.89
"072008988",3,2.37
"071942355",3,1.05
"072462126",3,0.85
"072476231",3,0.85
"072049109",3,1.88
"072730823",3,1.40
"072486576",3,0.85
"072049184",3,1.88
"072049386",3,2.15
"072034674",3,1.88
"072335174",3,1.45
"072049639",3,2.15
"072049150",3,1.88
"072476191",3,0.85
"072034553",3,1.88
"072335122",3,1.45
"072049697",3,2.15
"072486651",3,0.85
"072417573",3,1.88
"072081162",3,4.30
"072462201",3,0.85
"072417475",3,1.88
"072486714",3,0.85
"072049461",3,1.88
"072049271",3,1.88
"072487609",3,0.85
"072476300",3,0.85
"072486616",3,0.85
"072049737",3,2.15
"073340937",3,1.45
"066657016",10,2.65
"063104945",3,6.30
"063104945",2,6.00
"063104945",4,6.00
"063104945",14,6.30
"050689433",2,1.75
"050502413",2,0.40
"051025262",4,1.00
"060401189",2,0.40
"057450376",2,1.00
"068154007",2,1.00
"058987592",14,2.00
"050689433",14,1.75
"050686436",4,0.98
"052797780",2,2.00
"053988875",4,2.00
"051875194",4,1.99
"064639116",14,1.26
"051262441",2,0.80
"051658215",2,0.80
"064639116",2,1.20
"057477477",2,0.70
"051658221",2,0.80
"052797780",14,2.00
"051743114",14,0.80
"050502436",2,0.65
"057669924",4,2.00
"052540911",2,1.60
"057450376",14,1.00
"050502413",14,0.40
"072501300",2,1.00
"052540911",14,1.60
"051622776",4,0.80
"051875194",14,1.99
"057450831",14,1.00
"051622776",2,0.80
"050689433",4,1.75
"050211728",14,0.90
"051658215",14,0.80
"051658221",14,0.80
"071585506",14,1.05
"068154007",14,1.00
"053988875",14,2.00
"058350896",2,0.88
"050656207",4,1.99
"050686436",2,0.98
"060889930",4,0.90
"051658215",4,0.80
"050656207",14,2.09
"072501300",14,1.05
"050656207",2,1.99
"058987592",2,2.00
"057477477",4,0.70
"060401189",14,0.42
"050686436",14,0.98
"051622776",14,0.80
"058350896",14,0.88
"057669924",2,2.00
"051658221",4,0.80
"050502436",14,0.65
"051025262",14,1.00
"058350896",4,0.88
"051262441",4,0.80
"053988875",2,2.00
"051743114",4,0.80
"052540911",4,1.60
"060889930",14,0.90
"060401189",4,0.40
"057450376",4,1.00
"071585506",2,1.00
"051743114",2,0.80
"057477477",14,0.70
"057669924",14,2.00
"051025262",2,1.00
"051875194",2,1.99
"057450831",4,1.00
"050211728",2,0.90
"060889930",2,0.90
"052797780",4,2.00
"057450831",2,1.00
"050502436",4,0.65
"051262441",14,0.80
"058987592",4,2.00
"057810642",14,1.58
"057810642",2,1.50
"073985018",2,0.80
"050501368",2,2.00
"074200578",4,1.99
"054372922-001",4,1.60
"072537223",2,1.00
"072655526",14,1.58
"057810642-001",3,1.50
"057810642-001",2,1.50
"062450599",4,1.65
"073633545",2,2.00
"072081317",14,1.84
"057810642-002",4,1.50
"073871182-001",4,3.00
"072081317",2,1.75
"050501368",4,2.00
"074130931",2,2.00
"072655526",4,1.50
"057810642-001",4,1.50
"074200584",2,1.99
"074200584",4,1.99
"054372922-003",2,1.60
"071555404",4,2.00
"072537223",4,1.00
"072568658",4,1.50
"054372922-002",4,1.60
"071555404",2,2.00
"071508231",14,3.00
"057810642-002",3,1.58
"050501368",14,2.10
"072655526",2,1.50
"057810642-002",2,1.50
"074130931",14,2.00
"052666031-002",4,1.00
"052666031-002",2,1.00
"072081317",4,1.75
"061715352",4,1.00
"050076640",4,1.50
"073546429",14,2.10
"074200584",14,2.09
"057810642-002",14,1.58
"072568658",2,1.50
"074363747",14,0.40
"071555404",14,2.00
"052666031-001",14,1.05
"073871182",4,3.00
"050076640",14,1.58
"073871182-001",3,3.15
"074363747",2,0.40
"073871182-001",2,3.00
"050992131-002",2,2.00
"071376909",14,2.00
"050992131-002",14,2.10
"073871182-001",14,3.15
"050076640",2,1.50
"073546429",4,2.00
"073634423",2,2.00
"050992131-002",4,2.00
"050992131-001",2,2.00
"054372922-003",4,1.60
"071508231",4,3.00
"057810642",4,1.50
"073871182",2,3.00
"074200578",14,2.09
"074200590",4,1.99
"071376909",2,2.00
"050076640",3,1.58
"074200590",2,1.99
"062450599",14,1.65
"072568658",14,1.50
"050992131-001",14,2.00
"061715352",14,1.05
"073871182",14,3.15
"071902363",2,2.50
"072655526",3,1.58
"052666031-002",14,1.05
"074363747",4,0.40
"073634423",4,2.00
"062450599",2,1.65
"054372922-002",2,1.60
"073546429",2,2.00
"057810642-001",14,1.50
"061715352",2,1.00
"071376909",4,2.00
"074130931",4,2.00
"052666031-001",2,1.00
"073633545",4,2.00
"073985018",14,0.80
"071902363",4,2.50
"073985018",4,0.80
"073634423",14,2.10
"054372922-002",14,1.60
"054372922-001",14,1.68
"072537223",14,1.00
"074200590",14,2.09
"073633545",14,2.10
"054372922-001",2,1.60
"050992131-001",4,2.00
"054372922-003",14,1.68
"052666031-001",4,1.00
"071902363",14,2.63
"074200578",2,1.99
"071508231",2,3.00
"072034553-001",1,1.75
"065998827-001",1,0.45
"072034271-001",1,1.75
"052527323-001",1,1.00
"051565083-001",1,0.75
"058596403-001",1,0.75
"072034449-001",1,1.75
"052527202-001",1,1.00
"050505312-001",1,1.80
"050045268-001",1,0.75
"050868319-001",1,1.00
"072034357-001",1,1.75
"051295154-001",1,0.75
"065998735-001",1,0.45
"050783701-001",1,0.75
"070440184-001",1,4.00
"050529399-001",1,1.00
"072033894-001",1,1.75
"058570748-001",1,0.75
"072049109-001",1,1.75
"050043800-001",1,1.75
"066378984-001",1,0.45
"050578979-001",1,0.75
"072049150-001",1,1.75
"051989301-001",1,0.35
"072172469-001",1,1.75
"066211433-001",1,0.75
"072049639-001",1,2.00
"050044528-001",1,0.75
"056819346-001",1,4.75
"051080828-001",1,1.20
"050045239-001",1,0.75
"052641469-001",1,0.75
"050783177-001",1,0.75
"072049737-001",1,2.00
"053336378",11,18.00
"072485531",11,8.00
"073103695",11,5.00
"072485548",11,15.00
"072485519",11,8.00
"072485583",11,10.00
"071184324",11,55.00
"074566565",14,5.00
"074566565",3,5.00
"074566565",4,5.00
"074566565",2,5.00
"057217475",1,0.95
"054712947",1,0.95
"053314873",1,1.35
"051115904",1,1.60
"050046169",1,2.15
"057217383",1,0.45
"053623841",1,0.65
"057459741",1,0.95
"063331261",1,2.15
"051547410",1,1.20
"051842135",1,1.00
"057767036",1,1.58
"052017604",1,1.99
"057217469",1,0.93
"051565083",1,0.75
"052527219",1,1.00
"051410284",1,1.00
"051492905",1,1.00
"051845938",1,0.35
"051989439",1,0.35
"052625725",1,1.00
"051989301",1,0.35
"051639618",1,0.35
"051989157",1,0.35
"051492888",1,1.00
"052527369",1,3.00
"052625823",1,1.00
"051989261",1,0.35
"050783563",1,0.75
"050044079",1,0.55
"050342233",1,0.75
"050529324",1,1.00
"050869566",1,0.75
"050360136",1,0.75
"050044528",1,0.75
"050321523",1,0.25
"050381589",1,0.80
"050438230",1,0.75
"050044027",1,0.45
"050505312",1,1.80
"050438247",1,0.75
"050717482",1,0.75
"050969511",1,0.85
"050045268",1,0.75
"050995560",1,1.75
"050040665",1,1.00
"050043760",1,1.75
"050868331",1,1.00
"050868325",1,1.00
"050529399",1,1.00
"050045239",1,0.75
"050330437",1,1.75
"050868348",1,1.00
"050308782",1,1.75
"050741210",1,3.20
"050783701",1,0.75
"050045182",1,0.75
"050040607",1,1.00
"050868354",1,1.00
"050040659",1,1.00
"050529785",1,1.00
"050040688",1,1.00
"050529756",1,1.00
"050530736",1,1.00
"050868360",1,1.00
"050330443",1,1.75
"050883237",1,1.75
"050529474",1,1.00
"050296984",1,1.00
"050868319",1,1.00
"050578979",1,0.75
"050040705",1,1.70
"051021404",1,1.75
"050529249",1,1.00
"050783177",1,0.75
"050529497",1,1.00
"050044534",1,0.75
"050043800",1,1.75
"070774209",1,6.00
"067875549",1,0.90
"071262036",1,1.50
"067876583",1,2.25
"070440173",1,4.00
"070788090",1,1.50
"070771627",1,1.50
"067850285",1,1.50
"066952517",1,1.50
"070462947",1,1.70
"071330970",1,1.45
"070461729",1,1.70
"070440081",1,4.00
"067850279",1,1.50
"070439930",1,4.00
"067876992",1,2.25
"071275009",1,1.45
"070462901",1,1.70
"070440046",1,4.00
"067877599",1,2.25
"067876306",1,6.00
"070440184",1,4.00
"070462890",1,1.70
"070788337",1,1.50
"071339275",1,1.50
"070440000",1,4.00
"070462878",1,1.70
"070963544",1,5.50
"067875872",1,1.50
"067755536",1,0.35
"070440150",1,4.00
"066954106",1,0.90
"067875843",1,1.50
"070786898",1,1.50
"067875716",1,0.90
"070787119",1,1.50
"052465758",4,0.75
"052641469",14,0.81
"051295131",4,0.75
"052625725",14,1.08
"052625685",3,1.08
"051410422",4,1.00
"051276661",4,1.00
"051295154",4,0.75
"052625823",4,1.00
"052527398",4,1.00
"051492905",4,1.00
"051795795",4,1.25
"051989261",14,0.38
"053713677",4,1.75
"052625725",4,1.00
"052527185",3,1.08
"052641469",4,0.75
"052527277",3,1.08
"051080828",4,1.20
"052527179",4,1.00
"052527369",14,3.23
"052527185",14,1.08
"051276661",14,1.08
"051711538",4,0.35
"051295125",4,0.75
"051989439",14,0.38
"052527444",3,1.08
"051295154",14,0.81
"051410422",3,1.08
"052527179",3,1.08
"051994012",14,2.42
"052527398",14,1.08
"051989439",4,0.35
"052465758",3,0.81
"052528587",14,2.15
"051276626",4,1.00
"051994012",4,2.25
"051276632",14,1.08
"052527323",14,1.08
"051080828",14,1.29
"051995691",14,2.42
"052528587",4,2.00
"051026998",14,1.08
"052527219",4,1.00
"051410284",4,1.00
"051989301",14,0.38
"052527375",3,1.08
"051507579",14,0.81
"051492905",14,1.08
"052465758",14,0.81
"052527467",14,1.08
"051989157",4,0.35
"051711538",3,0.38
"051276626",14,1.08
"052527225",4,1.00
"051410284",14,1.08
"052527444",4,1.00
"051276655",3,1.08
"052641469",3,0.81
"052527202",14,1.08
"051026998",4,1.00
"052527277",4,1.00
"053713648",4,1.75
"051295125",3,0.81
"052527398",3,1.08
"053713090",14,1.51
"051659859",4,0.75
"052527317",14,1.08
"051845938",4,0.35
"052527185",4,1.00
"051276655",4,1.00
"051989301",4,0.35
"051795795",14,1.34
"051989157",14,0.38
"053713090",4,1.40
"051080918",4,1.20
"051565083",14,0.81
"051507579",4,0.75
"051659859",14,0.81
"051639618",4,0.35
"051276661",3,1.08
"052625823",14,1.08
"052527369",4,3.00
"051492888",14,1.08
"051276632",3,1.08
"052527323",3,1.08
"052527467",4,1.00
"051080918",14,1.29
"052527317",4,1.00
"051995691",4,2.25
"052527202",4,1.00
"051989261",4,0.35
"053713648",14,1.88
"052625685",4,1.00
"051565083",4,0.75
"051492888",4,1.00
"052527219",14,1.08
"052527375",14,1.08
"052527467",3,1.08
"051276632",4,1.00
"052527225",3,1.08
"052527202",3,1.08
"052527323",4,1.00
"052527317",3,1.08
"051080926",4,1.20
"051295131",3,0.81
"052527375",4,1.00
"052527444",14,1.08
"051276626",3,1.08
"053713677",14,1.88
"051845938",14,0.38
"051080926",14,1.29
"051639618",14,0.38
"072033306",1,1.75
"072034121",1,2.00
"072034386",1,2.00
"072034334",1,1.75
"072033865",1,1.75
"072033750",1,1.75
"071942067",1,1.50
"072034017",1,1.75
"071940374",1,1.50
"071955835",1,0.99
"072008965",1,2.20
"072033652",1,1.75
"072008988",1,2.20
"071942326",1,1.00
"071942038",1,2.50
"072033807",1,1.75
"072010535",1,2.20
"071941022",1,2.50
"071940311",1,1.50
"071940363",1,1.50
"071507554",1,1.10
"072034236",1,1.75
"071526589",1,2.00
"071942015",1,2.50
"071942044",1,2.50
"071339367",1,1.50
"072033784",1,3.75
"071526629",1,2.00
"072034046",1,1.75
"072032774",1,4.00
"072033698",1,1.75
"072033139",1,1.75
"071507946",1,1.10
"072033669",1,1.75
"071942050",1,1.50
"071526612",1,1.00
"067755375",4,0.45
"070786593",4,1.50
"070440173",14,4.30
"067876306",14,6.45
"067786931",4,1.00
"067875549",3,0.97
"066901694",14,0.48
"070963544",14,5.91
"070774209",14,6.45
"067877599",14,2.42
"066952189",4,1.50
"066954106",3,0.97
"067875549",14,0.97
"070439930",4,4.00
"067875872",14,1.61
"070461729",4,1.70
"067755536",4,0.35
"070774209",4,6.00
"070462890",14,1.83
"070787119",3,1.58
"067755438",14,0.48
"070461729",3,1.83
"070440081",14,4.30
"070462901",4,1.70
"067876992",4,2.25
"070787413",14,1.58
"070462878",14,1.83
"067876992",14,2.42
"070771627",3,1.58
"070440184",3,4.30
"070788090",4,1.50
"070462947",3,1.83
"066952517",14,1.58
"070788090",3,1.58
"067786954",14,1.08
"067875716",14,0.97
"067787014",14,1.08
"067850187",14,1.58
"070462878",3,1.83
"067786931",14,1.08
"066952517",3,1.58
"067787014",4,1.00
"067875843",14,1.61
"067876583",4,2.25
"070963544",4,5.50
"070787119",14,1.58
"071275009",14,1.56
"071262036",14,1.61
"066952621",4,1.50
"070440150",4,4.00
"067850285",3,1.58
"067875549",4,0.90
"070439930",14,4.30
"067786954",4,1.00
"070440000",14,4.30
"070787586",4,1.50
"070461729",14,1.83
"070439642",14,4.30
"070440150",3,4.30
"067850285",4,1.50
"067755438",4,0.45
"071339275",3,1.58
"071330970",4,1.45
"070462901",3,1.83
"070440150",14,4.30
"067755375",14,0.48
"070440184",4,4.00
"067850187",4,1.50
"067755536",3,0.38
"070440046",14,4.30
"067875872",4,1.50
"070787413",4,1.50
"067850141",14,1.58
"070788337",4,1.50
"071339275",4,1.50
"071275009",4,1.45
"067850279",4,1.50
"070439642",4,4.00
"070771627",4,1.50
"071330970",3,1.56
"070787586",14,1.58
"066954106",4,0.90
"067875716",4,0.90
"066901694",4,0.45
"070440046",4,4.00
"070440000",4,4.00
"066952621",14,1.58
"067876583",14,2.42
"067850141",4,1.50
"070462947",4,1.70
"070440081",4,4.00
"067850279",3,1.58
"071262036",4,1.50
"070462890",3,1.83
"070462947",14,1.83
"070786898",3,1.58
"070787119",4,1.50
"070462890",4,1.70
"066954106",14,0.97
"070440173",4,4.00
"067877599",4,2.25
"067875843",4,1.50
"067875716",3,0.97
"067876306",4,6.00
"071275009",3,1.56
"071330970",14,1.56
"066952189",14,1.58
"070788337",3,1.58
"070462878",4,1.70
"070786898",4,1.50
"070786593",14,1.58
"066952517",4,1.50
"070462901",14,1.83
"072417573",1,1.75
"073529974",1,1.50
"072049121",1,1.75
"073340937",1,1.35
"072034392",1,1.75
"072730823",1,1.30
"072049150",1,1.75
"072049213",1,2.00
"072485784",1,0.85
"072172452",1,1.75
"072462126",1,0.85
"072486576",1,0.85
"072487609",1,0.85
"072034743",1,1.75
"072034414",1,1.75
"072034449",1,1.75
"072034674",1,1.75
"072335122",1,1.35
"072049720",1,2.00
"072476179",1,0.85
"072034553",1,1.75
"072486616",1,0.85
"072486714",1,0.85
"072049553",1,2.00
"072417475",1,1.75
"072049109",1,1.75
"072486651",1,0.85
"072049426",1,2.00
"072034403",1,1.75
"072034599",1,1.75
"072335174",1,1.35
"072049576",1,2.00
"072081162",1,4.00
"072462201",1,0.85
"072172469",1,1.75
"072436613",1,0.85
"058627339",1,1.60
"070395266",3,10.00
"070395266",4,10.00
"070395272",2,10.00
"070498594",4,15.00
"051276632",1,1.00
"052527375",1,1.00
"052527225",1,1.00
"051276626",1,1.00
"053713090",1,1.40
"052527185",1,1.00
"051995691",1,2.25
"051507579",1,0.75
"052527317",1,1.00
"051711538",1,0.35
"051295131",1,0.75
"052527323",1,1.00
"053713648",1,1.75
"051410422",1,1.00
"053713677",1,1.75
"052528587",1,2.00
"051080828",1,1.20
"052641469",1,0.75
"051276655",1,1.00
"051080918",1,1.20
"052527277",1,1.00
"052527444",1,1.00
"052527179",1,1.00
"050040705",2,1.79
"050044534",14,0.81
"050869566",2,0.79
"050868354",14,1.08
"050529756",14,1.08
"050321523",2,0.26
"050529756",2,1.05
"050868354",2,1.05
"050308782",2,1.84
"050995560",2,1.84
"050044528",2,0.79
"050529474",2,1.05
"050883237",2,1.84
"050040607",14,1.08
"050741210",2,3.36
"050530736",2,1.05
"050381589",2,0.84
"050868360",14,1.08
"050868331",2,1.05
"050044079",2,0.58
"050296984",14,1.08
"050040688",2,1.05
"050438230",2,0.79
"050360136",2,0.79
"050868360",2,1.05
"050044534",2,0.79
"050868325",2,1.05
"050529785",2,1.05
"050438247",2,0.79
"050296984",2,1.05
"050783177",2,0.79
"050040665",2,1.05
"050045239",2,0.79
"050505312",2,1.89
"050040659",2,1.05
"050043800",2,1.84
"050868348",14,1.08
"050717482",2,0.79
"050868348",2,1.05
"050783563",2,0.79
"050045268",2,0.79
"050578979",2,0.79
"050342233",2,0.79
"050868331",14,1.08
"050330437",2,1.84
"050044027",2,0.47
"051021404",2,1.84
"050529497",2,1.05
"050045182",2,0.79
"050529497",14,1.08
"050783701",2,0.79
"050330443",2,1.84
"050529324",2,1.05
"050529399",2,1.05
"050868319",2,1.05
"050040607",2,1.05
"050529249",2,1.05
"050969511",2,0.85
"050043760",2,1.84
"050783701",3,0.81
"050330437",3,1.88
"050438247",3,0.81
"050438230",3,0.81
"050308782",3,1.88
"050529324",3,1.08
"051021404",3,1.88
"050578979",3,0.81
"050869566",3,0.81
"050783563",3,0.81
"050043800",3,1.88
"050330443",3,1.88
"050044079",3,0.59
"050045268",3,0.81
"050044027",3,0.48
"050044528",3,0.81
"050342233",3,0.81
"050321523",3,0.27
"050045182",3,0.81
"050741210",3,3.44
"050505312",3,1.94
"050043760",3,1.88
"050883237",3,1.88
"050040705",3,1.83
"050360136",3,0.81
"050995560",3,1.88
"050381589",3,0.86
"050717482",3,0.81
"066901694",3,0.48
"067875843",3,1.61
"066952189",3,1.58
"070440000",3,4.30
"067875872",3,1.61
"070787586",3,1.58
"067850141",3,1.58
"070963544",3,5.91
"066952621",3,1.58
"067876992",3,2.42
"070439642",3,4.30
"067876306",3,6.45
"070787413",3,1.58
"070439930",3,4.30
"071262036",3,1.61
"067755438",3,0.48
"067786931",3,1.08
"067787014",3,1.08
"070786593",3,1.58
"070774209",3,6.45
"067877599",3,2.42
"067850187",3,1.58
"070440046",3,4.30
"067755375",3,0.48
"070440173",3,4.30
"070440081",3,4.30
"067786954",3,1.08
"067876583",3,2.42
"072034121",14,2.15
"072010535",2,2.31
"071942044",2,2.63
"071942326",2,1.05
"072033750",2,1.84
"071738874",2,0.89
"072033370",2,1.84
"071942050",14,1.61
"071955835",2,1.04
"072034121",2,2.10
"071940363",2,1.58
"071941022",2,2.63
"072033784",14,4.03
"071739078",2,0.89
"071526612",2,1.05
"071942038",2,2.63
"072033750",14,1.88
"071526589",2,2.10
"072033698",2,1.84
"072032774",2,4.20
"072033669",2,1.84
"072034271",2,1.84
"072034046",2,1.84
"072033306",2,1.84
"072034386",14,2.15
"071942050",2,1.58
"071339367",2,1.58
"072033652",14,1.88
"071526629",2,2.10
"072033634",2,1.84
"072008988",2,2.31
"071507554",2,1.16
"071940374",2,1.58
"071942015",2,2.63
"071942067",14,1.61
"072034386",2,2.10
"072033652",2,1.84
"072033865",14,1.88
"071942084",2,1.05
"072034357",2,1.84
"072008965",2,2.31
"071507946",2,1.16
"072033865",2,1.84
"072033784",2,3.94
"071981256",2,1.84
"072033807",2,1.84
"072033139",2,1.84
"071942067",2,1.58
"072034334",2,1.84
"071739061",2,0.89
"072034334",14,1.88
"071739049",2,0.89
"072033894",2,1.84
"071940311",2,1.58
"072034236",2,1.84
"071955265",2,1.58
"071942355",2,1.05
"071942384",2,1.05
"072034017",2,1.84
"072476191",2,0.85
"072476300",14,0.85
"072476191",14,0.85
"072487609",14,0.85
"072034392",14,1.88
"072034674",4,1.75
"072081162",14,4.30
"072049553",2,2.10
"072049461",14,1.88
"072049639",4,2.00
"072049121",3,1.88
"072049184",14,1.88
"072049639",14,2.15
"072335174",14,1.45
"072462201",14,0.85
"072049576",3,2.15
"072034674",2,1.84
"072034449",3,1.88
"072462201",4,0.85
"072476179",4,0.85
"072049213",2,2.10
"072034392",4,1.75
"072034599",4,1.75
"072049576",4,2.00
"072034599",14,1.88
"072034403",4,1.75
"072049461",2,1.84
"072486616",14,0.85
"072462201",2,0.85
"072417475",14,1.88
"072049386",4,2.00
"072172452",14,1.88
"072049213",4,2.00
"072486651",14,0.85
"072034743",4,1.75
"072436613",14,0.85
"073529974",2,1.58
"073340937",14,1.45
"072034599",3,1.88
"072049737",2,2.10
"072335122",14,1.45
"072486576",4,0.85
"072417475",4,1.75
"072172469",4,1.75
"072034403",3,1.88
"073529974",4,1.50
"072034449",4,1.75
"072034553",14,1.88
"072034392",3,1.88
"072049720",3,2.15
"072049109",2,1.84
"072049213",14,2.15
"072436613",2,0.85
"073340937",2,1.42
"072486616",4,0.85
"072049184",4,1.75
"072730823",4,1.30
"072034743",2,1.84
"072049426",3,2.15
"072730823",2,1.37
"072049213",3,2.15
"072172452",4,1.75
"072730823",14,1.40
"073529974",14,1.58
"072034403",2,1.84
"072485784",14,0.85
"072049271",14,1.88
"072476231",2,0.85
"072486651",4,0.85
"072034599",2,1.84
"072049109",4,1.75
"072486576",14,0.85
"072335174",2,1.42
"072049697",2,2.10
"072034743",14,1.88
"072049720",4,2.00
"072462126",4,0.85
"072172469",2,1.84
"072476300",4,0.85
"072034553",4,1.75
"072049184",2,1.84
"072049426",14,2.15
"072436613",3,0.85
"072487609",4,0.85
"072417475",2,1.84
"072476191",4,0.85
"072417573",4,1.75
"072034553",2,1.84
"072049697",4,2.00
"072476300",2,0.85
"072049461",4,1.75
"072081162",2,4.20
"072034449",14,1.88
"072049121",4,1.75
"072486576",2,0.85
"072049720",14,2.15
"072335174",4,1.35
"072172452",3,1.88
"072049697",14,2.15
"072034414",3,1.88
"072487609",2,0.85
"072476179",2,0.85
"072049386",2,2.10
"073340937",4,1.35
"072049426",2,2.10
"072049639",2,2.10
"072081162",4,4.00
"072049271",4,1.75
"072486714",2,0.85
"072049720",2,2.10
"072049426",4,2.00
"072049121",14,1.88
"072485784",3,0.85
"072049553",3,2.15
"072172452",2,1.84
"072049576",14,2.15
"072049271",2,1.84
"072485784",4,0.85
"072049150",4,1.75
"072485784",2,0.85
"072486616",2,0.85
"072034414",4,1.75
"072417573",14,1.88
"072476231",4,0.85
"072486714",14,0.85
"072462126",2,0.85
"072049553",4,2.00
"072486714",4,0.85
"072049553",14,2.15
"072049737",14,2.15
"072172469",3,1.88
"072172469",14,1.88
"072034449",2,1.84
"072476231",14,0.85
"072034743",3,1.88
"072335122",2,1.42
"072034674",14,1.88
"072049150",2,1.84
"072034414",2,1.84
"072034403",14,1.88
"072335122",4,1.35
"072049386",14,2.15
"072034414",14,1.88
"072034392",2,1.84
"072049576",2,2.10
"072049150",14,1.88
"072476179",3,0.85
"072049109",14,1.88
"072486651",2,0.85
"072476179",14,0.85
"072417573",2,1.84
"072436613",4,0.85
"073529974",3,1.58
"072462126",14,0.85
"072049121",2,1.84
"072049737",4,2.00
"051565083",3,0.81
"052527219",3,1.08
"051845938",3,0.38
"051080918",3,1.29
"053713677",3,1.88
"052528587",3,2.15
"051989261",3,0.38
"051659859",3,0.81
"051995691",3,2.42
"053713090",3,1.51
"053713648",3,1.88
"051410284",3,1.08
"052625823",3,1.08
"052625725",3,1.08
"051080828",3,1.29
"051795795",3,1.34
"051026998",3,1.08
"051080926",3,1.29
"051994012",3,2.42
"050529399",3,1.08
"050529785",4,1.00
"050868354",3,1.08
"050040659",14,1.08
"050342233",4,0.75
"050321523",4,0.25
"050969511",4,0.85
"050995560",14,1.88
"050040665",14,1.08
"050783563",4,0.75
